"","user_id","session_id","test_id","ratio","time_total","time_mean","time_sd","time_median","time_trimmed","time_mad","time_min","time_max","time_range","time_skew","time_kurtosis","time_se","time_Q0.25","time_Q0.75","time_trend","fitts_a","fitts_b","distance_total","distance_mean","distance_sd","distance_median","distance_trimmed","distance_mad","distance_min","distance_max","distance_range","distance_skew","distance_kurtosis","distance_se","distance_Q0.25","distance_Q0.75","distance_trend","pause_total","pause_number","pause_mean","pause_sd","pause_median","pause_trimmed","pause_mad","pause_min","pause_max","pause_range","pause_skew","pause_kurtosis","pause_se","pause_Q0.25","pause_Q0.75","pause_trend","stops","velocity_mean","velocity_sd","velocity_mad","velocity_min","velocity_max","velocity_range","velocity_skew","velocity_kurtosis","velocity_se","velocity_Q0.25","velocity_Q0.75","velocity_trend","acc_n","acc_mean","acc_sd","acc_median","acc_trimmed","acc_mad","acc_min","acc_max","acc_range","acc_skew","acc_kurtosis","acc_se","acc_Q0.25","acc_Q0.75","jerk_line","n_jerk","dec_n","dec_mean","dec_sd","dec_median","dec_trimmed","dec_mad","dec_min","dec_max","dec_range","dec_skew","dec_kurtosis","dec_se","dec_Q0.25","dec_Q0.75","braking_line","n_braking","acc_per_sec_mean","acc_per_sec_sd","acc_per_sec_median","acc_per_sec_trimmed","acc_per_sec_mad","acc_per_sec_min","acc_per_sec_max","acc_per_sec_range","acc_per_sec_skew","acc_per_sec_kurtosis","acc_per_sec_se","acc_per_sec_Q0.25","acc_per_sec_Q0.75","acc_per_sec_max_pos","acc_per_sec_min_pos","missings_distance","missings_mean","missings_sd","missings_median","missings_trimmed","missings_mad","missings_min","missings_max","missings_range","missings_skew","missings_kurtosis","missings_se","missings_Q0.25","missings_Q0.75","missings","hits","missings_trend","accuracy_rate","combo_hits","combo_missings","clicked_through_targets","combo_clicked_through_targets","corr_sat"
"(Intercept)136",1561,"R1win3ZYpnx9gv3XpmqhkVuoh5",66,"1",55.03,0.43,0.09,0.43,0.43,0.08,0.05,0.76,0.71,0.09,3.01,0.01,0.38,0.48,1.27,-0.0356095167125731,0.172743218633858,57603.23,453.57,102.33,449.04,455.83,101.12,2,745.8,743.8,-0.49,1.85,9.08,389.82,528.67,2.57,4465,118,37.84,44.22,22,27.62,15.57,1,215,214,2.58,6.35,4.07,17.25,39,0.05,21,1060.97,405.23,330.04,250,2663.02,2413.02,0.27,1.12,35.96,1153.78,1590.61,5.01,1111,30.99,69.44,15.47,20.35,20.82,0,995.19,995.19,10.04,129.65,2.08,4.82,39.72,987.01,52,1111,-27.99,29.8,-20.41,-22.88,17.97,-270.35,-0.39,269.96,-3.22,15.79,0.89,-36.36,-9.86,-227.89,57,39.7,10.23,40,40.8,7.41,1,61,60,-1.31,3.05,1.37,37,45.25,23,55,3250.45,25.39,26.46,22.15,22.66,12.67,2.24,286.83,284.6,7.58,71.63,2.34,13.82,31.08,12,116,-0.16,41.01,36,2,1,1,-0.163
"(Intercept)137",1566,"RuTPAZb0OoePghmVo9loVgmQXj",66,"1",55.19,0.43,0.1,0.42,0.43,0.06,0.21,0.92,0.71,1.67,5.79,0.01,0.38,0.49,0.41,0.295015800182516,0.0514022875282552,56461.48,444.58,109.02,438.08,440.18,103.83,78.09,871.27,793.18,0.46,1.71,9.67,370.95,510.58,2.35,2974,111,26.79,17.23,22,24.56,14.83,1,77,76,1.04,0.45,1.64,14,35.5,0.14,46,1050.94,348.45,313.82,367.31,2382.26,2014.95,0.88,1.04,30.92,972.08,1408.05,5.08,422,26.24,84.16,12.45,15.51,14.26,0,1095.52,1095.52,10.27,114.32,4.1,4.49,27.51,248.45,13,422,-14.82,12.99,-11.07,-13.02,11.67,-90.91,-0.04,90.87,-1.61,4.24,0.63,-22.3,-4.76,-59.34,9,15.09,3.72,15,15.04,2.97,5,24,19,-0.04,0.26,0.5,13,18,6,55,4618.63,36.08,54,25.27,27.58,15.59,3.61,391.02,387.41,5.45,30.85,4.77,16.81,39.22,34,94,-0.01,33.85,21,4,1,1,0.064
"(Intercept)138",1568,"bFqSDj8lKYLOcvZ0ujBwkWtZ9R",66,"1",56.72,0.45,0.08,0.44,0.44,0.05,0.31,1.03,0.71,2.94,17.54,0.01,0.4,0.47,0.7,0.210366036558202,0.0870149983250517,59634.63,469.56,114.6,470.62,466.06,127.21,264.89,764.69,499.79,0.27,-0.54,10.17,383.13,552.13,2.82,1406,80,17.58,32.23,9,12.02,5.93,1,276,275,6.53,48.85,3.6,6,18,0.26,22,1067.93,291.1,254.99,559.63,2238.46,1678.83,0.68,1.24,25.83,991.57,1319.74,5.2,1753,43.69,85.99,22.05,29.02,26.27,0,1247.55,1247.55,7.9,81.7,2.05,8.41,50.91,975.61,135,1752,-38.63,41.14,-25.23,-30.75,23.38,-302.82,3.07,305.89,-2.41,7.58,0.98,-47.41,-12.86,-279.16,146,61.51,10.29,62,61.47,11.86,37,86,49,0,-0.33,1.36,54,69,24,53,2259.05,17.65,10.29,15.72,16.51,9.08,2.24,60.01,57.77,1.37,2.78,0.91,10.72,22.04,6,122,0.03,54.81,50,2,0,0,0.137
"(Intercept)139",1575,"xaeaiobHuXO4tMlLGrqSLWzjAW",66,"1.25",87.14,0.69,0.18,0.65,0.67,0.15,0.44,1.9,1.46,2.52,13.42,0.02,0.56,0.78,2.5,-0.210972722186259,0.330471888944285,59188.74,466.05,134.01,430.94,454.39,134.44,280.41,1106.14,825.73,1.14,2.65,11.89,362.06,551.74,3.11,3645,111,32.84,31.81,19,26.4,14.83,4,177,173,2.35,6.27,3.02,15,40.5,0.14,44,688.9,197.52,181.19,444.71,1560.87,1116.16,0.79,0.93,17.53,649.64,898.24,2.91,1044,24.44,57.79,13.41,16.01,12.34,0,1202.12,1202.12,13.24,231.17,1.79,6.29,24.38,420.13,98,1043,-19.37,37.61,-11.06,-13.27,10.98,-750,-0.08,749.92,-11.3,185.3,1.16,-21.78,-4.79,-220.98,82,23.73,4.72,24,23.94,4.45,6,36,30,-0.81,2.19,0.5,21,26.25,78,87,3028.7,23.66,14.07,21.54,22.6,11.36,1.41,104.36,102.94,1.74,7.22,1.24,15.18,30.59,15,113,0.02,41.25,26,2,0,0,0.186
"(Intercept)140",1583,"tDuShiOUo7iZtRiXAcOyNxJR0s",66,"1",71.17,0.56,0.08,0.55,0.55,0.07,0.39,0.91,0.52,0.94,1.88,0.01,0.51,0.6,0.54,0.372396510536833,0.0692576342034465,62816.27,494.62,134.48,474.9,483.1,130.02,272.6,960.19,687.6,0.82,0.63,11.93,391.45,568.6,3.11,2530,114,22.19,21.46,18.5,18.18,14.08,3,156,153,3.23,14.11,2.01,8.25,27.75,-0.16,19,888.76,278.42,263.52,544.23,2039.13,1494.9,0.82,0.84,24.71,881.02,1249.31,4.55,1898,31.19,52.14,19.19,21.93,19.8,0,900,900,8.06,108.1,1.2,6.98,37.12,367.4,136,1898,-30.51,34.39,-20.41,-24.47,17.72,-500,-0.33,499.67,-4.19,31.98,0.79,-38.34,-11.5,-264.23,117,52.74,10.16,53,53.12,11.86,11,74,63,-0.8,2.39,1.2,47,61,22,71,2069.34,16.17,10.27,14.56,14.95,8.08,1.41,62.17,60.75,1.41,2.86,0.91,9.86,20.25,7,121,0.05,58.43,48,2,0,0,0.141
"(Intercept)141",1589,"maeLzW9yMh4nt0wOMJQMl4HTpg",66,"1",67.29,0.53,0.12,0.51,0.52,0.11,0.3,0.91,0.61,0.7,0.17,0.01,0.45,0.59,1.28,0.0507603205654487,0.176496740512335,65685.45,517.21,159.92,509.59,506.18,176.88,278.43,1075.7,797.27,0.84,1.29,14.19,378.02,621.58,3.16,1588,106,14.98,7.82,14,14.08,4.45,4,59,55,2.57,10.27,0.76,11,16,-0.01,5,978.11,265.59,233.81,519.11,2194.33,1675.22,1.15,2.65,23.57,843.71,1161.07,3.8,726,43.79,61.92,25.84,32.27,24.41,0,850.91,850.91,5.51,50.97,2.3,11.49,51.98,393.47,62,726,-34.83,44.62,-18.09,-25.74,19.7,-484.9,-0.07,484.84,-3.13,17.53,1.66,-43.64,-7.53,-232.93,61,21.37,4.07,21,21.41,4.45,8,29,21,-0.32,0.28,0.49,19,24,44,67,3309.21,25.85,12.86,24.88,24.97,12.55,3.61,76.56,72.95,0.86,1.46,1.14,16.48,32.79,17,111,-0.01,35.74,19,2,0,0,0.232
"(Intercept)142",1593,"LDR37oKl5lKHjTJKsraGAg1Q3a",66,"1",81.85,0.64,0.49,0.57,0.57,0.11,0.16,4.63,4.47,6.06,41.18,0.04,0.49,0.63,-2.38,1.51395301095151,-0.320294970925989,65413.35,515.07,219.36,508.94,496.15,138.98,9,1892.77,1883.77,2.73,13.74,19.47,398.69,585.16,1.62,3135,119,26.34,23.25,17,22.07,10.38,4,142,138,2.33,6.68,2.13,12,35.5,-0.08,19,791.96,341.47,335.29,0,1911.37,1911.37,-0.1,0.02,30.3,787.02,1236.03,5.26,897,73.06,745.56,23.01,31.33,23.85,0,22194.75,22194.75,29.14,861.12,24.89,10.38,53.97,585.57,72,897,-41.45,78.72,-18.1,-26.78,21.37,-1351.09,-0.05,1351.04,-8.27,108.95,2.63,-46.44,-6.34,-504.45,82,21.89,7.65,23,23.09,5.93,0,35,35,-1.42,1.83,0.84,20,27,0,8,4250.81,33.21,55.88,22.74,23.99,13.15,1,394.92,393.92,5.58,31.82,4.94,14.85,33.17,24,104,-0.12,39.33,16,3,3,1,-0.264
"(Intercept)143",1609,"Y3VLMlHqGrnqaI7bxhM8YkWBM8",66,"1.25",78.47,0.62,0.14,0.58,0.6,0.11,0.34,1.19,0.85,1.06,1.46,0.01,0.53,0.69,1.1,0.214724359155338,0.14851877648037,65089.41,512.52,142.44,497.39,502.5,135.62,258.7,1004.8,746.1,0.74,0.74,12.64,409.5,589.25,2.58,4803,133,36.11,33.32,27,30.48,19.27,6,248,242,3.6,17.4,2.89,16,46,0.09,56,854.79,289.42,273.87,337.67,2011.93,1674.26,0.58,1.07,25.68,843.44,1205.41,2.65,864,47.24,189.91,19,27.48,21.15,0,4974.14,4974.14,21.5,532.84,6.46,7.84,47.04,491.17,76,864,-32.4,44.99,-15.58,-22.83,18.9,-358.06,-0.1,357.95,-3.07,13.11,1.53,-42.65,-5.1,-316.46,66,21.89,4.32,22,22.03,4.45,11,29,18,-0.28,-0.66,0.49,19,25,6,78,3266.09,25.52,17.12,22.07,23.45,11.25,2,134.42,132.42,2.55,11.95,1.51,15.26,31.31,20,108,0.06,39.72,41,2,0,0,0.131
"(Intercept)144",1611,"8Z3wFfILayvyiY6jyHA1J5Ikcg",66,"1",59.37,0.47,0.1,0.46,0.46,0.08,0.08,0.87,0.78,0.67,2.96,0.01,0.4,0.51,1.55,-0.0894968217983852,0.205191813798709,58789.88,462.91,131.22,478.76,460.42,126.05,4.24,1188.96,1184.72,0.97,6.52,11.64,366.98,551.38,2.64,3413,106,32.2,21.82,26.5,29.53,22.24,1,101,100,0.97,0.44,2.12,13,45,0.24,26,1014.7,251.67,238.24,142.86,2171.91,2029.05,-0.13,2.54,22.33,1006.76,1323.62,3.62,662,18,21.47,12.24,14.6,12.12,0,244.57,244.57,4.7,36.58,0.83,5.8,24.19,145.35,28,662,-16.24,15.78,-11.36,-13.88,11.21,-166.24,-0.27,165.97,-2.79,16.06,0.61,-23.52,-5.44,-91.41,19,22.08,5.44,21,21.88,4.45,8,35,27,0.22,0.09,0.7,19,25,25,59,3250.89,25.4,39.97,18.99,21.25,14.08,1,449.49,448.49,9.33,96.02,3.53,11.4,30.86,13,115,-0.02,44.12,23,1,1,1,-0.307
"(Intercept)145",1616,"JfFTdHXxaaStZTejzJr0kAZAWh",66,"0.9375",65.13,0.51,0.09,0.51,0.51,0.1,0.22,0.79,0.58,0.28,0.55,0.01,0.44,0.57,1.73,-0.121463736608926,0.23365524487324,56708.96,446.53,113,455.42,446.05,122.89,30.34,745.23,714.88,-0.16,0.42,10.03,362.78,527.89,2.84,3290,106,31.04,27.55,20,25.81,15.57,3,144,141,2.06,4.48,2.68,14,40,-0.23,14,880.48,223.25,198.12,250.77,1727.57,1476.8,0.12,1.04,19.81,933.34,1196.86,2.25,504,18.05,64.25,8.28,11.2,8.8,0,992.48,992.48,13.95,207.27,2.86,3.76,19.71,137.06,25,504,-10.88,11.04,-7.69,-9.04,7.83,-100,-0.15,99.85,-2.58,11.71,0.49,-15.53,-2.95,-52.5,18,15.29,4.01,16,15.35,4.45,4,24,20,-0.24,-0.31,0.49,12.25,18,26,65,3212.64,25.1,27.75,21.33,21.91,9.86,2.24,301.48,299.24,7.83,74.24,2.45,14.79,28.1,13,115,-0.18,42.46,24,2,1,1,-0.233
"(Intercept)146",1618,"wuf9dcIoMDKBWc3EgDOqGKg6C7",66,"1",59.49,0.47,0.05,0.46,0.46,0.06,0.39,0.67,0.28,1.02,1.6,0,0.43,0.5,0.49,0.296639839957361,0.0632709874748188,57504.66,452.79,108.03,455.45,448.97,128.89,239.87,763.32,523.45,0.28,-0.56,9.59,359.29,523.36,2.79,979,50,19.58,34.87,15,13.4,7.41,3,241,238,5.35,30.12,4.93,7.25,17,-0.7,9,964.48,255.51,245.24,79.67,1496.9,1417.23,-0.59,1.23,22.67,812.79,1135.79,5.13,655,21.93,63.5,12.49,14.69,12.42,0,1331.02,1331.02,15.87,298.77,2.48,5.49,24,227.27,36,655,-16.06,23.48,-11.99,-13.09,10.77,-500,-0.02,499.98,-13.68,273.23,0.92,-20.22,-5.02,-70.2,37,21.85,4.48,21,21.77,5.93,11,32,21,0.05,-0.56,0.58,18.75,25,7,54,3167.67,24.75,11.82,23.78,24.32,12.42,3.61,55.58,51.97,0.31,-0.35,1.04,16.15,33.6,15,113,0.04,37.3,27,2,0,0,0.24
"(Intercept)147",1620,"r5zV7IUPZoLYiDRXn9g76cwQqe",66,"1",58.85,0.46,0.09,0.46,0.46,0.11,0.29,0.66,0.37,-0.02,-0.89,0.01,0.39,0.54,1.33,-0.0275199803994056,0.180846540626391,60750.94,478.35,119.74,460.35,473.51,144.25,279.95,867.5,587.54,0.4,-0.44,10.63,378.01,571.74,2.87,1424,87,16.37,21.73,9,12.96,8.9,1,180,179,5.1,34.46,2.33,5,20,-0.25,10,1027.75,320.92,249.23,0,2286.46,2286.46,-0.15,2.68,28.48,987.47,1314.93,2.54,1545,37.91,65.5,20.41,27.14,26.45,0,982.76,982.76,8.21,99.4,1.67,8.4,45.87,900,104,1545,-35.63,34.75,-25.23,-29.86,23.22,-263.8,63.49,327.29,-2.09,6.36,0.88,-45.57,-12.26,-226.34,96,52.39,11.17,53,52.9,10.38,10,73,63,-0.81,1.83,1.45,46,60,55,56,2861.81,22.36,19.61,19.63,19.97,12.2,2,190.38,188.38,5.11,39.79,1.73,11.4,28.04,12,116,-0.06,46.8,23,1,0,0,0.075
"(Intercept)148",1623,"Cuut27ozxgXQqGnG9k205PsH16",66,"0.75",106.58,0.84,0.22,0.79,0.81,0.14,0.55,1.93,1.38,2.22,6.98,0.02,0.71,0.91,-0.8,1.20553946829663,-0.134942331367771,67163.94,528.85,146.11,506.88,512.27,127.69,323.78,1385.58,1061.81,2.16,8.78,12.96,425.43,595.16,2.64,4757,106,44.88,59.93,22,30,14.83,5,320,315,2.98,8.71,5.82,16,47.75,-0.13,9,631.34,220.22,219.47,260.07,1356.34,1096.27,-0.1,-0.36,19.54,602.74,907.06,3.17,1047,23.19,27.75,14.58,18,14.73,0,328.28,328.28,3.65,23.53,0.86,6.36,29.94,192.12,71,1047,-18.38,24.06,-10.62,-13.93,11.68,-322.12,-0.04,322.07,-4.43,35.84,0.74,-23.87,-4.07,-172.02,63,19.58,5.12,19,19.74,4.45,4,30,26,-0.32,-0.02,0.49,17,23,11,99,29141.96,227.67,11.22,227.12,227.59,8.73,184.46,262,77.54,-0.19,2.34,0.99,222.05,233.64,128,0,0.05,0,0,128,1,1,0.153
"(Intercept)149",1628,"1wpmnTUB6bK71B7VmhurKKUEFV",66,"1",132.97,1.05,0.35,0.97,0.99,0.22,0.61,2.91,2.31,2.61,9.64,0.03,0.83,1.14,-1.38,1.56667099237391,-0.19144020918869,87032.26,685.29,408.91,580.83,616.26,177.89,332.59,3805.12,3472.54,4.59,28,36.28,472.95,754.26,4.55,5327,121,44.02,59.38,37,35.1,25.2,5,540,535,6.19,44.66,5.4,16,50,-0.15,46,662.91,337.59,281.55,252.34,2776.84,2524.5,2.1,8.6,29.96,527.37,928.12,5.53,1153,21.82,107.44,8.81,12.54,9.74,0,3456.48,3456.48,28.68,904.54,3.16,3.46,21.71,262.72,100,1153,-17.66,34.42,-6.49,-10.53,8.05,-567.73,-0.02,567.71,-6.71,75.63,1.01,-18.82,-2.11,-240.92,117,17.35,4.42,18,17.5,4.45,2,27,25,-0.41,0.53,0.38,15,20,20,15,1087.22,8.49,6.78,7,7.61,5.07,0,49.01,49.01,2.3,9.15,0.6,4.12,10.87,1,127,0.06,77.87,96,1,0,0,0.311
"(Intercept)150",1640,"cLjlmMldAfBqxvOHDXxA1j6rma",66,"1",74.14,0.58,0.09,0.57,0.58,0.08,0.41,0.86,0.45,0.66,0.28,0.01,0.53,0.63,0.73,0.32987151181892,0.0935466812391274,58880.75,463.63,109.92,466,458.42,113.89,273.95,878.01,604.06,0.65,0.9,9.75,370.32,536.84,2.5,5108,116,44.03,22.89,44,42.44,20.76,1,124,123,0.72,0.95,2.13,27.5,56,0.01,48,817.31,259.07,208.76,0,1787.19,1787.19,0.22,1.96,22.99,800.4,1067.82,3.11,712,21.66,57.18,11.4,15.01,12.85,0,1112.07,1112.07,14.79,255.76,2.14,4.24,25.72,197.37,35,712,-16.65,18.22,-10.53,-13.34,12.49,-121.39,-0.02,121.37,-1.89,4.47,0.68,-23.25,-3.31,-94.11,38,19,4.23,20,19.38,2.97,3,26,23,-1.25,2.53,0.49,17,22,1,74,2753.03,21.51,13.38,18.27,20.23,11.77,0,81.93,81.93,1.22,2.51,1.18,12.13,28.28,15,113,0.03,46.45,43,4,0,0,0.236
"(Intercept)151",1643,"RnvataUxYY4AYStEqnmF4DyJQd",66,"1",49.7,0.39,0.3,0.26,0.36,0.09,0.01,1.39,1.38,1.19,0.5,0.03,0.22,0.49,-2.24,1.29027412106161,-0.331157246238433,14980.45,117.96,230.01,0,66.33,0,0,1162.86,1162.86,2.22,5.34,20.41,0,154.58,-1.11,22872,52,439.85,558.09,173,330.26,201.63,12,2231,2219,1.6,1.5,77.39,104,420.25,11.22,19,326.78,399.78,0,0,2116.01,2116.01,2.38,5.88,35.48,0,212.76,-0.94,169,23.61,82.26,8.14,12.37,9.95,0,1033.78,1033.78,11.01,131.62,6.33,2.57,18.51,124.58,24,169,-17.05,36.73,-5.7,-10.08,7.54,-391.03,0,391.03,-6.8,62.06,2.83,-19.09,-1.22,-104.65,14,6.78,6,6.5,6.38,8.15,0,21,21,0.32,-1.25,0.85,1,11.75,37,19,30165.17,235.67,132.84,251.68,234.64,106.27,4.12,507.29,503.17,-0.13,-0.65,11.74,162.15,312.62,106,22,2.3,7.91,7,57,95,56,-0.329
"(Intercept)152",1650,"uTUb3jSy02IuDEysMrW7KFqw7Q",66,"1",49.55,0.39,0.08,0.38,0.38,0.08,0.2,0.64,0.44,0.75,0.38,0.01,0.33,0.44,0.76,0.116751884859,0.100706028586736,60591.38,477.1,143.12,451.78,467.04,152.3,61.15,884.99,823.84,0.51,0.16,12.7,367.94,581.03,2.9,725,69,10.51,9.78,7,8.47,1.48,4,66,62,3.29,13.51,1.18,6,9,0,39,1234.56,379.27,367.94,293.07,2338.2,2045.13,0.46,0.05,33.65,1073.7,1585.12,5.15,1232,36.56,57.12,23.49,28.14,26.25,0,983.87,983.87,9.26,133.75,1.63,9.45,46.36,349.79,67,1232,-39.02,51.72,-25.57,-29.97,22.9,-687.18,-0.38,686.81,-5.61,49.46,1.47,-46.65,-12.36,-450,85,49.3,11.05,49.5,49.08,11.86,28,70,42,0.15,-0.81,1.56,39.25,56,11,6,5690.24,44.46,35.6,38.65,40.43,20.81,1,353.28,352.28,5.28,41.98,3.15,25.95,53.8,67,61,0.08,17.06,6,12,2,1,-0.122
"(Intercept)153",1654,"E3VFpLHw1ie59wCxcmW8D89O05",66,"1.25",77.03,0.61,0.34,0.53,0.55,0.09,0.22,2.89,2.67,4.88,26.98,0.03,0.47,0.6,1.82,-0.0674463314171772,0.248273878577439,66241.59,521.59,173.94,496.83,508.54,158.27,41.89,1237.86,1195.97,0.86,1.9,15.43,404.27,608.52,2.9,3060,118,25.93,30.09,17,19.64,10.38,7,244,237,4.18,23.36,2.77,11,26,0.1,50,886.39,340.32,388.01,125.24,1791.5,1666.26,-0.16,-0.43,30.2,761.76,1267.99,4.49,707,39.03,204.02,14.84,22.24,17.71,0,5313.74,5313.74,24.48,628.97,7.67,5.35,38.8,325.38,64,707,-28.82,55.75,-11.74,-17.68,13.89,-615.68,0,615.68,-5.61,41.13,2.1,-32.12,-4.19,-395.28,62,18.14,5,19,18.66,4.45,0,26,26,-1.26,2.13,0.57,15,22,52,70,3739.79,29.22,35.32,24.04,25.52,14.99,4.24,390.48,386.24,8.37,82.63,3.12,15.81,37.27,31,97,0,35.92,18,4,1,1,-0.167
"(Intercept)154",1656,"MmP9Nb5cKgzEh3VFEEmptAH1gG",66,"1",123.82,0.97,2.11,0.86,0.76,0.44,0.14,23.59,23.45,9.75,100.93,0.19,0.22,1.13,-9.22,4.03465328684732,-1.12712622730777,40930.07,322.28,247.1,369.61,314.08,200.65,0,1548.08,1548.08,0.63,2.98,21.93,3.62,491.32,-3.38,6597,87,75.83,139.95,41,44.52,32.62,9,921,912,4.57,22.6,15,20.5,65,2.08,21,325.62,295.46,341.68,0,1136.41,1136.41,0.29,-0.67,26.22,36.58,556.2,-3.13,879,13.02,37.52,5.94,8.28,6.91,0,866.67,866.67,16.62,341.7,1.27,2.3,14.57,148.15,63,878,-9.76,14.13,-4.86,-6.99,6.1,-155.64,0,155.64,-4.2,29.6,0.48,-12.75,-1.39,-74.92,60,14.18,9.07,16,14.35,10.38,0,30,30,-0.36,-1.16,0.81,4,21,105,1,14609.99,114.14,166.88,11.35,86.38,7.88,2.24,559.81,557.57,1.18,-0.25,14.75,7.95,225.78,42,86,3.35,49.18,51,39,39,39,-0.636
"(Intercept)155",1662,"iB1Vrmpg5GcCd88CBKrCB5XSS3",66,"1",74.95,0.59,0.1,0.58,0.59,0.11,0.39,0.89,0.5,0.38,-0.27,0.01,0.51,0.66,0.92,0.266557667486475,0.119199562764581,64244.25,505.86,149.69,492.46,492.53,144.54,268.14,1153.18,885.04,1.03,1.82,13.28,385.44,582.69,3.21,2238,69,32.43,49.32,18,20.91,4.45,5,288,283,3.87,14.8,5.94,15,24,0.45,26,866.52,273.38,266.72,50.3,1761.81,1711.51,-0.01,0.62,24.26,679.55,1028.52,3.9,719,39.02,288.5,13.36,18.21,14.08,0,7557.18,7557.18,24.74,638.87,10.76,5.51,31.43,392,52,719,-31.48,79.43,-11.63,-16.88,13.61,-1019.8,-0.1,1019.7,-7.24,64.29,2.96,-29.57,-4.37,-712.59,58,19.19,4.99,20,19.38,4.45,7,30,23,-0.34,-0.13,0.58,16,22,48,17,3638.2,28.42,15.98,25.38,27.2,14.11,0,82.07,82.07,0.85,0.81,1.41,17.41,37.6,31,97,0.06,33.32,18,3,0,0,0.111
"(Intercept)156",1663,"2RWXKAVF2UrJXOd2HAPuxCQ9Zu",66,"1",70.01,0.55,0.12,0.54,0.55,0.11,0.2,0.94,0.74,0.32,0.5,0.01,0.48,0.62,1.42,0.0444554528046586,0.186691685679596,66022.23,519.86,175.84,498.37,503.31,147.39,45.23,1249.71,1204.47,1,1.98,15.6,399.18,598.24,2.91,3661,109,33.59,27.48,24,28.84,14.83,7,177,170,2.37,7.57,2.63,16,44,0.23,19,950.64,355.57,284.54,510.92,2852.06,2341.14,1.13,3.03,31.55,933.49,1340.38,4.27,577,51.63,280.98,22.68,29.42,24.67,0,6666.67,6666.67,22.63,529.45,11.7,9.28,48.68,361.07,50,577,-26.23,32.61,-13.39,-20.02,15.33,-238.1,-0.08,238.02,-2.7,10.53,1.36,-37.66,-5.4,-210.78,30,16.27,4.3,16,16.19,4.45,1,31,30,0.07,2.18,0.51,14,19,19,70,3988.3,31.16,42.67,26.64,26.42,16.88,3.61,475.93,472.32,8.87,89.28,3.77,14.97,36.64,30,98,0.11,34.62,13,3,1,1,-0.12
"(Intercept)157",1664,"SK5XmZjZZ8YisDUfaFweH5u4jH",66,"1",52.44,0.41,0.07,0.4,0.41,0.07,0.3,0.68,0.38,1.05,1.48,0.01,0.36,0.46,0.39,0.279128459084588,0.0492984283850355,61055.53,480.75,120.56,481.46,475.04,127.35,199.57,984.04,784.47,0.63,1.31,10.7,388.06,553.11,2.22,533,44,12.11,12.4,10,10.61,8.15,1,84,83,4.35,22.74,1.87,6,16,-0.15,3,1164.66,284.03,262.14,0,1779.82,1779.82,-0.49,1.43,25.2,996.44,1342.63,5.09,392,38.67,170.12,16.45,23.32,18.85,0,3300.06,3300.06,18.03,341.65,8.59,6.92,41.44,233.87,15,392,-17.92,31.08,-12.46,-15.77,13.3,-147.91,456.64,604.54,8.52,137.28,1.57,-27.81,-4.94,-87.47,15,14.81,3.63,15,14.88,2.97,7,24,17,-0.05,-0.08,0.5,13,17,17,3,3932.44,30.72,16.7,27.11,29.01,15.63,4.24,85.15,80.9,0.86,0.15,1.48,18.19,39.63,36,92,-0.04,30.07,10,5,1,1,0.053
"(Intercept)158",1679,"XW9KrQhup8SzjmQJmEBoYXXXs0",66,"1",138.1,1.09,0.28,1.04,1.06,0.24,0.36,1.95,1.6,0.87,0.9,0.02,0.89,1.21,-1.26,1.54141421473334,-0.167261572477063,61510.1,484.33,110.17,481.92,484.37,123.95,228.99,698.32,469.33,-0.05,-1.01,9.78,401.38,566.15,2.83,5451,121,45.05,29.46,42,41.46,31.13,1,180,179,1.43,3.35,2.68,21,60,-0.02,20,450.86,198.81,192.12,239.56,1072.5,832.94,0.44,-0.39,17.64,436.44,694.02,3.89,1198,10.03,32.02,4.29,6.11,4.85,0,923.08,923.08,20.78,558.07,0.93,1.56,10.93,234.85,94,1198,-7.09,9.51,-3.46,-5.11,4.15,-78.63,-0.01,78.62,-2.72,9.9,0.27,-9.22,-1.14,-58.59,87,17.24,5.58,17,17.13,5.93,1,29,28,0.1,-0.58,0.47,13,22,97,138,815.38,6.37,16.67,4.12,4.6,2.8,0,190.12,190.12,10.47,112.41,1.47,2.83,6.4,1,127,0.01,86.36,76,1,0,0,0.174
"(Intercept)159",1680,"dNdqxF1JUVuJE4GQy3XB4kkKeI",66,"0.9375",69.21,0.54,0.08,0.54,0.54,0.06,0.36,0.9,0.54,0.95,3.31,0.01,0.5,0.58,0.39,0.415933382084229,0.0475225811641503,62053.22,488.61,104.98,481.28,488.03,118.24,257.13,750.4,493.27,0.13,-0.7,9.32,414.62,582.37,2.37,2806,93,30.17,66.54,15,17.17,5.93,1,563,562,6.17,43.4,6.9,11,19,-0.08,17,889.18,299.89,268.04,0,1600.92,1600.92,-0.48,0.75,26.61,830.48,1189.78,3.77,542,28.52,59.49,11.61,19.13,12.66,0,990.2,990.2,9.93,138.38,2.56,4.79,35.36,243.9,37,542,-18.61,23.89,-9.06,-13.85,10.02,-192.31,-0.21,192.1,-2.64,10.16,1.03,-23.77,-3.58,-108.01,41,15.5,4.58,16,15.71,4.45,0,25,25,-0.78,1.6,0.55,13,18,31,39,2225.6,17.39,11.37,15.07,16.03,10.38,1,70.35,69.35,1.64,4.37,1,8.94,22.39,7,121,-0.03,55.86,39,2,0,0,-0.032
